SUMMARY,DTSTART,DTEND,CALENDAR,DURATION
Academia,2024-07-11 08:00:00,2024-07-11 09:00:00,Exercícios,1
Muay Thai,2024-07-11 18:00:00,2024-07-11 19:00:00,Exercícios,1
Academia,2024-07-11 20:00:00,2024-07-11 21:00:00,Exercícios,1
Academia,2024-07-12 08:00:00,2024-07-12 09:00:00,Exercícios,1
Academia,2024-07-15 08:00:00,2024-07-15 09:00:00,Exercícios,1
Academia,2024-07-16 08:00:00,2024-07-16 09:00:00,Exercícios,1
Muay Thai,2024-07-16 18:00:00,2024-07-16 19:00:00,Exercícios,1
Academia,2024-07-17 08:00:00,2024-07-17 09:00:00,Exercícios,1
Academia,2024-07-18 08:00:00,2024-07-18 09:00:00,Exercícios,1
Muay Thai,2024-07-18 18:00:00,2024-07-18 19:00:00,Exercícios,1
Academia,2024-07-22 19:00:00,2024-07-22 20:00:00,Exercícios,1
Muay Thai,2024-07-23 18:00:00,2024-07-23 19:00:00,Exercícios,1
Academia,2024-07-23 19:00:00,2024-07-23 20:00:00,Exercícios,1
Academia,2024-07-24 20:00:00,2024-07-24 21:00:00,Exercícios,1
Muay Thai,2024-07-25 18:00:00,2024-07-25 19:00:00,Exercícios,1
Academia,2024-07-25 19:30:00,2024-07-25 20:30:00,Exercícios,1
Academia,2024-07-26 19:30:00,2024-07-26 20:30:00,Exercícios,1
Basquete PUC,2024-07-27 10:00:00,2024-07-27 12:00:00,Exercícios,2
Academia,2024-07-29 19:30:00,2024-07-29 20:30:00,Exercícios,1
Muay Thai,2024-07-30 18:00:00,2024-07-30 19:00:00,Exercícios,1
Academia,2024-07-30 19:30:00,2024-07-30 20:30:00,Exercícios,1
Muay Thai,2024-08-01 18:00:00,2024-08-01 19:00:00,Exercícios,1
Academia,2024-08-02 19:30:00,2024-08-02 20:30:00,Exercícios,1
Academia,2024-08-03 19:30:00,2024-08-03 20:30:00,Exercícios,1
Academia,2024-08-05 19:30:00,2024-08-05 20:30:00,Exercícios,1
Muay Thai,2024-08-06 18:00:00,2024-08-06 19:00:00,Exercícios,1
Academia,2024-08-06 19:30:00,2024-08-06 20:30:00,Exercícios,1
Academia,2024-08-07 19:30:00,2024-08-07 20:30:00,Exercícios,1
Academia,2024-08-09 19:30:00,2024-08-09 20:30:00,Exercícios,1
Academia,2024-08-10 14:30:00,2024-08-10 15:30:00,Exercícios,1
Academia,2024-08-12 20:15:00,2024-08-12 21:45:00,Exercícios,1.5
Muay Thai,2024-08-13 18:00:00,2024-08-13 19:15:00,Exercícios,1.25
Academia,2024-08-13 20:15:00,2024-08-13 21:45:00,Exercícios,1.5
Academia,2024-08-14 20:15:00,2024-08-14 21:45:00,Exercícios,1.5
Muay Thai,2024-08-15 18:00:00,2024-08-15 19:15:00,Exercícios,1.25
Academia,2024-08-16 20:15:00,2024-08-16 21:45:00,Exercícios,1.5
Academia,2024-08-17 20:15:00,2024-08-17 21:45:00,Exercícios,1.5
Academia,2024-08-19 20:15:00,2024-08-19 21:45:00,Exercícios,1.5
Muay Thai,2024-08-20 18:00:00,2024-08-20 19:15:00,Exercícios,1.25
Academia,2024-08-20 20:15:00,2024-08-20 21:45:00,Exercícios,1.5
Academia,2024-08-21 20:15:00,2024-08-21 21:45:00,Exercícios,1.5
Muay Thai,2024-08-22 18:00:00,2024-08-22 19:15:00,Exercícios,1.25
Academia,2024-08-23 20:15:00,2024-08-23 21:45:00,Exercícios,1.5
Academia,2024-08-24 20:15:00,2024-08-24 21:45:00,Exercícios,1.5
Academia,2024-08-26 20:15:00,2024-08-26 21:45:00,Exercícios,1.5
Muay Thai,2024-08-27 18:00:00,2024-08-27 19:15:00,Exercícios,1.25
Academia,2024-08-27 20:15:00,2024-08-27 21:45:00,Exercícios,1.5
Academia,2024-08-28 20:15:00,2024-08-28 21:45:00,Exercícios,1.5
Muay Thai,2024-08-29 18:00:00,2024-08-29 19:15:00,Exercícios,1.25
Academia,2024-08-30 20:15:00,2024-08-30 21:45:00,Exercícios,1.5
Academia,2024-08-31 20:15:00,2024-08-31 21:45:00,Exercícios,1.5
Academia,2024-09-02 20:15:00,2024-09-02 21:45:00,Exercícios,1.5
Muay Thai,2024-09-03 18:00:00,2024-09-03 19:15:00,Exercícios,1.25
Academia,2024-09-03 20:15:00,2024-09-03 21:45:00,Exercícios,1.5
Academia,2024-09-04 20:15:00,2024-09-04 21:45:00,Exercícios,1.5
Muay Thai,2024-09-05 18:00:00,2024-09-05 19:15:00,Exercícios,1.25
Academia,2024-09-06 20:15:00,2024-09-06 21:45:00,Exercícios,1.5
Academia,2024-09-07 20:15:00,2024-09-07 21:45:00,Exercícios,1.5
Academia,2024-09-09 20:15:00,2024-09-09 21:45:00,Exercícios,1.5
Muay Thai,2024-09-10 18:00:00,2024-09-10 19:15:00,Exercícios,1.25
Academia,2024-09-10 20:15:00,2024-09-10 21:45:00,Exercícios,1.5
Academia,2024-09-11 20:15:00,2024-09-11 21:45:00,Exercícios,1.5
Muay Thai,2024-09-12 18:00:00,2024-09-12 19:15:00,Exercícios,1.25
Academia,2024-09-13 20:15:00,2024-09-13 21:45:00,Exercícios,1.5
Academia,2024-09-14 20:15:00,2024-09-14 21:45:00,Exercícios,1.5
Academia,2024-09-16 20:15:00,2024-09-16 21:45:00,Exercícios,1.5
Muay Thai,2024-09-17 18:00:00,2024-09-17 19:15:00,Exercícios,1.25
Academia,2024-09-17 20:15:00,2024-09-17 21:45:00,Exercícios,1.5
Academia,2024-09-18 20:15:00,2024-09-18 21:45:00,Exercícios,1.5
Muay Thai,2024-09-19 18:00:00,2024-09-19 19:15:00,Exercícios,1.25
Academia,2024-09-20 20:15:00,2024-09-20 21:45:00,Exercícios,1.5
Academia,2024-09-21 20:15:00,2024-09-21 21:45:00,Exercícios,1.5
Academia,2024-09-23 20:15:00,2024-09-23 21:45:00,Exercícios,1.5
Muay Thai,2024-09-24 18:00:00,2024-09-24 19:15:00,Exercícios,1.25
Academia,2024-09-24 20:15:00,2024-09-24 21:45:00,Exercícios,1.5
Academia,2024-09-25 20:15:00,2024-09-25 21:45:00,Exercícios,1.5
Muay Thai,2024-09-26 18:00:00,2024-09-26 19:15:00,Exercícios,1.25
Academia,2024-09-27 20:15:00,2024-09-27 21:45:00,Exercícios,1.5
Academia,2024-09-28 20:15:00,2024-09-28 21:45:00,Exercícios,1.5
Academia,2024-09-30 20:15:00,2024-09-30 21:45:00,Exercícios,1.5
Muay Thai,2024-10-01 18:00:00,2024-10-01 19:15:00,Exercícios,1.25
Academia,2024-10-01 20:15:00,2024-10-01 21:45:00,Exercícios,1.5
Academia,2024-10-02 20:15:00,2024-10-02 21:45:00,Exercícios,1.5
Muay Thai,2024-10-03 18:00:00,2024-10-03 19:15:00,Exercícios,1.25
Academia,2024-10-04 20:15:00,2024-10-04 21:45:00,Exercícios,1.5
Academia,2024-10-05 20:15:00,2024-10-05 21:45:00,Exercícios,1.5
Academia,2024-10-07 20:15:00,2024-10-07 21:45:00,Exercícios,1.5
Muay Thai,2024-10-08 18:00:00,2024-10-08 19:15:00,Exercícios,1.25
Academia,2024-10-08 20:15:00,2024-10-08 21:45:00,Exercícios,1.5
Academia,2024-10-09 20:15:00,2024-10-09 21:45:00,Exercícios,1.5
Muay Thai,2024-10-10 18:00:00,2024-10-10 19:15:00,Exercícios,1.25
Academia,2024-10-11 20:15:00,2024-10-11 21:45:00,Exercícios,1.5
Academia,2024-10-12 20:15:00,2024-10-12 21:45:00,Exercícios,1.5
Academia,2024-10-14 20:15:00,2024-10-14 21:45:00,Exercícios,1.5
Muay Thai,2024-10-15 18:00:00,2024-10-15 19:15:00,Exercícios,1.25
Academia,2024-10-15 20:15:00,2024-10-15 21:45:00,Exercícios,1.5
Academia,2024-10-16 20:15:00,2024-10-16 21:45:00,Exercícios,1.5
Muay Thai,2024-10-17 18:00:00,2024-10-17 19:15:00,Exercícios,1.25
Academia,2024-10-18 20:15:00,2024-10-18 21:45:00,Exercícios,1.5
Academia,2024-10-19 20:15:00,2024-10-19 21:45:00,Exercícios,1.5
Academia,2024-10-21 20:15:00,2024-10-21 21:45:00,Exercícios,1.5
Academia,2024-10-22 20:15:00,2024-10-22 21:45:00,Exercícios,1.5
Academia,2024-10-23 20:15:00,2024-10-23 21:45:00,Exercícios,1.5
Academia,2024-10-25 20:15:00,2024-10-25 21:45:00,Exercícios,1.5
Academia,2024-10-26 20:15:00,2024-10-26 21:45:00,Exercícios,1.5
Academia,2024-10-28 20:15:00,2024-10-28 21:45:00,Exercícios,1.5
Academia,2024-10-29 20:15:00,2024-10-29 21:45:00,Exercícios,1.5
Academia,2024-10-30 20:15:00,2024-10-30 21:45:00,Exercícios,1.5
Academia,2024-11-01 20:15:00,2024-11-01 21:45:00,Exercícios,1.5
Academia,2024-11-02 20:15:00,2024-11-02 21:45:00,Exercícios,1.5
Academia,2024-11-04 16:00:00,2024-11-04 17:30:00,Exercícios,1.5
Academia,2024-11-04 20:15:00,2024-11-04 21:45:00,Exercícios,1.5
Academia,2024-11-05 20:15:00,2024-11-05 21:45:00,Exercícios,1.5
Academia,2024-11-06 20:15:00,2024-11-06 21:45:00,Exercícios,1.5
Academia,2024-11-08 20:15:00,2024-11-08 21:45:00,Exercícios,1.5
Academia,2024-11-09 20:15:00,2024-11-09 21:45:00,Exercícios,1.5
Academia,2024-11-11 20:15:00,2024-11-11 21:45:00,Exercícios,1.5
Academia,2024-11-12 20:15:00,2024-11-12 21:45:00,Exercícios,1.5
Academia,2024-11-13 20:15:00,2024-11-13 21:45:00,Exercícios,1.5
Academia,2024-11-15 20:15:00,2024-11-15 21:45:00,Exercícios,1.5
Academia,2024-11-16 20:15:00,2024-11-16 21:45:00,Exercícios,1.5
Academia,2024-11-18 20:15:00,2024-11-18 21:45:00,Exercícios,1.5
Academia,2024-11-19 20:15:00,2024-11-19 21:45:00,Exercícios,1.5
Academia,2024-11-20 20:15:00,2024-11-20 21:45:00,Exercícios,1.5
Academia,2024-11-22 20:15:00,2024-11-22 21:45:00,Exercícios,1.5
Academia,2024-11-23 20:15:00,2024-11-23 21:45:00,Exercícios,1.5
Academia,2024-11-25 20:15:00,2024-11-25 21:45:00,Exercícios,1.5
Academia,2024-11-26 20:15:00,2024-11-26 21:45:00,Exercícios,1.5
Academia,2024-11-27 20:15:00,2024-11-27 21:45:00,Exercícios,1.5
Academia,2024-11-29 20:15:00,2024-11-29 21:45:00,Exercícios,1.5
Academia,2024-11-30 20:15:00,2024-11-30 21:45:00,Exercícios,1.5
Academia,2024-12-02 20:15:00,2024-12-02 21:45:00,Exercícios,1.5
Academia,2024-12-03 20:15:00,2024-12-03 21:45:00,Exercícios,1.5
Academia,2024-12-04 20:15:00,2024-12-04 21:45:00,Exercícios,1.5
Academia,2024-12-06 20:15:00,2024-12-06 21:45:00,Exercícios,1.5
Academia,2024-12-07 20:15:00,2024-12-07 21:45:00,Exercícios,1.5
Academia,2024-12-09 20:15:00,2024-12-09 21:45:00,Exercícios,1.5
Academia,2024-12-10 20:15:00,2024-12-10 21:45:00,Exercícios,1.5
Academia,2024-12-11 20:15:00,2024-12-11 21:45:00,Exercícios,1.5
Academia,2024-12-13 20:15:00,2024-12-13 21:45:00,Exercícios,1.5
Academia,2024-12-14 20:15:00,2024-12-14 21:45:00,Exercícios,1.5
Academia,2024-12-16 20:15:00,2024-12-16 21:45:00,Exercícios,1.5
Academia,2024-12-17 20:15:00,2024-12-17 21:45:00,Exercícios,1.5
Academia,2024-12-18 20:15:00,2024-12-18 21:45:00,Exercícios,1.5
Academia,2024-12-20 20:15:00,2024-12-20 21:45:00,Exercícios,1.5
Academia,2024-12-21 20:15:00,2024-12-21 21:45:00,Exercícios,1.5
Academia,2024-12-23 20:15:00,2024-12-23 21:45:00,Exercícios,1.5
Academia,2024-12-24 20:15:00,2024-12-24 21:45:00,Exercícios,1.5
Academia,2024-12-25 20:15:00,2024-12-25 21:45:00,Exercícios,1.5
Academia,2024-12-27 20:15:00,2024-12-27 21:45:00,Exercícios,1.5
Academia,2024-12-28 20:15:00,2024-12-28 21:45:00,Exercícios,1.5
Academia,2024-12-30 20:15:00,2024-12-30 21:45:00,Exercícios,1.5
Academia,2024-12-31 20:15:00,2024-12-31 21:45:00,Exercícios,1.5
Academia,2025-01-01 20:15:00,2025-01-01 21:45:00,Exercícios,1.5
Academia,2025-01-03 20:15:00,2025-01-03 21:45:00,Exercícios,1.5
Academia,2025-01-04 20:15:00,2025-01-04 21:45:00,Exercícios,1.5
Academia,2025-01-06 20:15:00,2025-01-06 21:45:00,Exercícios,1.5
Academia,2025-01-07 16:30:00,2025-01-07 18:00:00,Exercícios,1.5
Academia,2025-01-08 16:30:00,2025-01-08 18:00:00,Exercícios,1.5
Academia,2025-01-09 16:30:00,2025-01-09 18:00:00,Exercícios,1.5
Academia,2025-01-10 16:30:00,2025-01-10 18:00:00,Exercícios,1.5
Academia,2025-01-11 16:30:00,2025-01-11 18:00:00,Exercícios,1.5
Academia,2025-01-13 16:30:00,2025-01-13 18:00:00,Exercícios,1.5
Academia,2025-01-14 16:30:00,2025-01-14 18:00:00,Exercícios,1.5
Academia,2025-01-15 16:30:00,2025-01-15 18:00:00,Exercícios,1.5
Academia,2025-01-16 16:30:00,2025-01-16 18:00:00,Exercícios,1.5
Spinning,2025-01-17 10:00:00,2025-01-17 11:00:00,Exercícios,1
Academia,2025-01-17 16:30:00,2025-01-17 18:00:00,Exercícios,1.5
Academia,2025-01-18 09:30:00,2025-01-18 11:00:00,Exercícios,1.5
Academia,2025-01-18 16:30:00,2025-01-18 18:00:00,Exercícios,1.5
Academia,2025-01-20 16:30:00,2025-01-20 18:00:00,Exercícios,1.5
Academia,2025-01-21 08:45:00,2025-01-21 10:00:00,Exercícios,1.25
Spinning,2025-01-21 10:00:00,2025-01-21 11:00:00,Exercícios,1
Academia,2025-01-21 16:30:00,2025-01-21 18:00:00,Exercícios,1.5
Academia,2025-01-22 16:30:00,2025-01-22 18:00:00,Exercícios,1.5
Academia,2025-01-23 16:30:00,2025-01-23 18:00:00,Exercícios,1.5
Academia,2025-01-24 16:30:00,2025-01-24 18:00:00,Exercícios,1.5
Academia,2025-01-25 16:30:00,2025-01-25 18:00:00,Exercícios,1.5
Academia,2025-01-27 16:30:00,2025-01-27 18:00:00,Exercícios,1.5
Academia,2025-01-28 16:30:00,2025-01-28 18:00:00,Exercícios,1.5
Academia,2025-01-29 16:30:00,2025-01-29 18:00:00,Exercícios,1.5
Academia,2025-01-29 17:30:00,2025-01-29 19:00:00,Exercícios,1.5
Academia,2025-01-30 16:30:00,2025-01-30 18:00:00,Exercícios,1.5
Academia,2025-01-31 16:30:00,2025-01-31 18:00:00,Exercícios,1.5
Academia,2025-02-01 16:30:00,2025-02-01 18:00:00,Exercícios,1.5
Academia,2025-02-03 16:30:00,2025-02-03 18:00:00,Exercícios,1.5
Academia,2025-02-04 15:45:00,2025-02-04 17:15:00,Exercícios,1.5
Academia,2025-02-05 15:45:00,2025-02-05 17:15:00,Exercícios,1.5
Academia,2025-02-06 15:45:00,2025-02-06 17:15:00,Exercícios,1.5
Academia,2025-02-07 15:45:00,2025-02-07 17:15:00,Exercícios,1.5
Academia,2025-02-08 15:45:00,2025-02-08 17:15:00,Exercícios,1.5
Academia,2025-02-10 15:45:00,2025-02-10 17:15:00,Exercícios,1.5
Academia,2025-02-11 15:45:00,2025-02-11 17:15:00,Exercícios,1.5
Academia,2025-02-12 15:45:00,2025-02-12 17:15:00,Exercícios,1.5
Academia,2025-02-13 15:45:00,2025-02-13 17:15:00,Exercícios,1.5
Academia,2025-02-14 15:45:00,2025-02-14 17:15:00,Exercícios,1.5
Academia,2025-02-15 15:45:00,2025-02-15 17:15:00,Exercícios,1.5
Academia,2025-02-17 15:45:00,2025-02-17 17:15:00,Exercícios,1.5
Academia,2025-02-18 15:45:00,2025-02-18 17:15:00,Exercícios,1.5
Academia,2025-02-19 15:45:00,2025-02-19 17:15:00,Exercícios,1.5
Academia,2025-02-20 15:45:00,2025-02-20 17:15:00,Exercícios,1.5
Academia,2025-02-21 15:45:00,2025-02-21 17:15:00,Exercícios,1.5
Academia,2025-02-22 15:45:00,2025-02-22 17:15:00,Exercícios,1.5
Academia,2025-02-24 15:45:00,2025-02-24 17:15:00,Exercícios,1.5
Academia,2025-02-25 15:45:00,2025-02-25 17:15:00,Exercícios,1.5
Academia,2025-02-26 15:45:00,2025-02-26 17:15:00,Exercícios,1.5
Academia,2025-02-27 15:45:00,2025-02-27 17:15:00,Exercícios,1.5
Academia,2025-02-28 15:45:00,2025-02-28 17:15:00,Exercícios,1.5
Academia,2025-03-01 15:45:00,2025-03-01 17:15:00,Exercícios,1.5
Academia,2025-03-03 15:45:00,2025-03-03 17:15:00,Exercícios,1.5
Academia,2025-03-04 15:45:00,2025-03-04 17:15:00,Exercícios,1.5
Academia,2025-03-05 15:45:00,2025-03-05 17:15:00,Exercícios,1.5
Academia,2025-03-06 15:45:00,2025-03-06 17:15:00,Exercícios,1.5
Academia,2025-03-07 15:45:00,2025-03-07 17:15:00,Exercícios,1.5
Academia,2025-03-10 07:00:00,2025-03-10 08:30:00,Exercícios,1.5
Academia,2025-03-10 17:30:00,2025-03-10 19:00:00,Exercícios,1.5
Academia,2025-03-11 07:00:00,2025-03-11 08:10:00,Exercícios,1.1666666666667
Academia,2025-03-11 08:45:00,2025-03-11 09:55:00,Exercícios,1.1666666666667
Muay Thai,2025-03-11 18:00:00,2025-03-11 19:00:00,Exercícios,1
Academia,2025-03-12 07:00:00,2025-03-12 08:10:00,Exercícios,1.1666666666667
Academia,2025-03-12 17:30:00,2025-03-12 18:40:00,Exercícios,1.1666666666667
Academia,2025-03-13 07:00:00,2025-03-13 08:10:00,Exercícios,1.1666666666667
Muay Thai,2025-03-13 18:00:00,2025-03-13 19:00:00,Exercícios,1
Academia,2025-03-14 07:00:00,2025-03-14 08:10:00,Exercícios,1.1666666666667
Academia,2025-03-15 07:00:00,2025-03-15 08:10:00,Exercícios,1.1666666666667
Academia,2025-03-17 07:00:00,2025-03-17 08:10:00,Exercícios,1.1666666666667
Academia,2025-03-17 10:50:00,2025-03-17 12:00:00,Exercícios,1.1666666666667
Academia,2025-03-18 07:00:00,2025-03-18 08:10:00,Exercícios,1.1666666666667
Muay Thai,2025-03-18 18:00:00,2025-03-18 19:00:00,Exercícios,1
Academia,2025-03-19 07:00:00,2025-03-19 08:10:00,Exercícios,1.1666666666667
Academia,2025-03-20 07:00:00,2025-03-20 08:10:00,Exercícios,1.1666666666667
Muay Thai,2025-03-20 18:00:00,2025-03-20 19:00:00,Exercícios,1
Academia,2025-03-21 07:00:00,2025-03-21 08:10:00,Exercícios,1.1666666666667
Academia,2025-03-22 07:00:00,2025-03-22 08:10:00,Exercícios,1.1666666666667
Academia,2025-03-24 07:00:00,2025-03-24 08:10:00,Exercícios,1.1666666666667
Academia,2025-03-24 19:45:00,2025-03-24 20:55:00,Exercícios,1.1666666666667
Academia,2025-03-25 07:00:00,2025-03-25 08:10:00,Exercícios,1.1666666666667
Muay Thai,2025-03-25 18:00:00,2025-03-25 19:00:00,Exercícios,1
Academia,2025-03-26 07:00:00,2025-03-26 08:10:00,Exercícios,1.1666666666667
Academia,2025-03-27 07:00:00,2025-03-27 08:10:00,Exercícios,1.1666666666667
Muay Thai,2025-03-27 18:00:00,2025-03-27 19:00:00,Exercícios,1
Academia,2025-03-28 07:00:00,2025-03-28 08:10:00,Exercícios,1.1666666666667
Academia,2025-03-29 07:00:00,2025-03-29 08:10:00,Exercícios,1.1666666666667
Academia,2025-03-31 07:00:00,2025-03-31 08:10:00,Exercícios,1.1666666666667
Academia,2025-04-01 07:00:00,2025-04-01 08:10:00,Exercícios,1.1666666666667
Muay Thai,2025-04-01 18:00:00,2025-04-01 19:00:00,Exercícios,1
Academia,2025-04-02 07:00:00,2025-04-02 08:10:00,Exercícios,1.1666666666667
Academia,2025-04-03 07:00:00,2025-04-03 08:10:00,Exercícios,1.1666666666667
Muay Thai,2025-04-03 18:00:00,2025-04-03 19:00:00,Exercícios,1
Academia,2025-04-04 07:00:00,2025-04-04 08:10:00,Exercícios,1.1666666666667
Academia,2025-04-05 07:00:00,2025-04-05 08:10:00,Exercícios,1.1666666666667
Academia,2025-04-07 07:00:00,2025-04-07 08:10:00,Exercícios,1.1666666666667
Academia,2025-04-08 07:00:00,2025-04-08 08:10:00,Exercícios,1.1666666666667
Muay Thai,2025-04-08 18:00:00,2025-04-08 19:00:00,Exercícios,1
Academia,2025-04-09 07:00:00,2025-04-09 08:10:00,Exercícios,1.1666666666667
Academia,2025-04-10 07:00:00,2025-04-10 08:10:00,Exercícios,1.1666666666667
Muay Thai,2025-04-10 18:00:00,2025-04-10 19:00:00,Exercícios,1
Academia,2025-04-11 07:00:00,2025-04-11 08:10:00,Exercícios,1.1666666666667
Academia,2025-04-12 07:00:00,2025-04-12 08:10:00,Exercícios,1.1666666666667
Academia,2025-04-14 07:00:00,2025-04-14 08:10:00,Exercícios,1.1666666666667
Academia,2025-04-15 07:00:00,2025-04-15 08:10:00,Exercícios,1.1666666666667
Muay Thai,2025-04-15 18:00:00,2025-04-15 19:00:00,Exercícios,1
Academia,2025-04-16 07:00:00,2025-04-16 08:10:00,Exercícios,1.1666666666667
Academia,2025-04-17 07:00:00,2025-04-17 08:10:00,Exercícios,1.1666666666667
Academia,2025-04-18 07:00:00,2025-04-18 08:10:00,Exercícios,1.1666666666667
Academia,2025-04-19 07:00:00,2025-04-19 08:10:00,Exercícios,1.1666666666667
Academia,2025-04-21 07:00:00,2025-04-21 08:10:00,Exercícios,1.1666666666667
Academia,2025-04-22 07:00:00,2025-04-22 08:10:00,Exercícios,1.1666666666667
Academia,2025-04-23 07:00:00,2025-04-23 08:10:00,Exercícios,1.1666666666667
Academia,2025-04-24 07:00:00,2025-04-24 08:10:00,Exercícios,1.1666666666667
Academia,2025-04-25 07:00:00,2025-04-25 08:10:00,Exercícios,1.1666666666667
Academia,2025-04-26 07:00:00,2025-04-26 08:10:00,Exercícios,1.1666666666667
Academia,2025-04-28 07:00:00,2025-04-28 08:10:00,Exercícios,1.1666666666667
Academia,2025-04-29 07:00:00,2025-04-29 08:10:00,Exercícios,1.1666666666667
Academia,2025-04-30 07:00:00,2025-04-30 08:10:00,Exercícios,1.1666666666667
Academia,2025-05-01 07:00:00,2025-05-01 08:10:00,Exercícios,1.1666666666667
Academia,2025-05-02 07:00:00,2025-05-02 08:10:00,Exercícios,1.1666666666667
Academia,2025-05-03 07:00:00,2025-05-03 08:10:00,Exercícios,1.1666666666667
Academia,2025-05-05 07:00:00,2025-05-05 08:10:00,Exercícios,1.1666666666667
Academia,2025-05-06 07:00:00,2025-05-06 08:10:00,Exercícios,1.1666666666667
Academia,2025-05-07 07:00:00,2025-05-07 08:10:00,Exercícios,1.1666666666667
Academia,2025-05-08 07:00:00,2025-05-08 08:10:00,Exercícios,1.1666666666667
Academia,2025-05-09 07:00:00,2025-05-09 08:10:00,Exercícios,1.1666666666667
Academia,2025-05-10 07:00:00,2025-05-10 08:10:00,Exercícios,1.1666666666667
Academia,2025-05-12 07:00:00,2025-05-12 08:10:00,Exercícios,1.1666666666667
Academia,2025-05-13 07:00:00,2025-05-13 08:10:00,Exercícios,1.1666666666667
Academia,2025-05-14 07:00:00,2025-05-14 08:10:00,Exercícios,1.1666666666667
Academia,2025-05-15 07:00:00,2025-05-15 08:10:00,Exercícios,1.1666666666667
Academia,2025-05-16 07:00:00,2025-05-16 08:10:00,Exercícios,1.1666666666667
Academia,2025-05-17 07:00:00,2025-05-17 08:10:00,Exercícios,1.1666666666667
Academia,2025-05-19 07:00:00,2025-05-19 08:10:00,Exercícios,1.1666666666667
Academia,2025-05-20 07:00:00,2025-05-20 08:10:00,Exercícios,1.1666666666667
Academia,2025-05-21 07:00:00,2025-05-21 08:10:00,Exercícios,1.1666666666667
Academia,2025-05-22 07:00:00,2025-05-22 08:10:00,Exercícios,1.1666666666667
Academia,2025-05-23 07:00:00,2025-05-23 08:10:00,Exercícios,1.1666666666667
Academia,2025-05-24 07:00:00,2025-05-24 08:10:00,Exercícios,1.1666666666667
Academia,2025-05-26 07:00:00,2025-05-26 08:10:00,Exercícios,1.1666666666667
Academia,2025-05-27 07:00:00,2025-05-27 08:10:00,Exercícios,1.1666666666667
Academia,2025-05-28 07:00:00,2025-05-28 08:10:00,Exercícios,1.1666666666667
Academia,2025-05-29 07:00:00,2025-05-29 08:10:00,Exercícios,1.1666666666667
Academia,2025-05-30 07:00:00,2025-05-30 08:10:00,Exercícios,1.1666666666667
Academia,2025-05-31 07:00:00,2025-05-31 08:10:00,Exercícios,1.1666666666667
Academia,2025-06-02 07:00:00,2025-06-02 08:10:00,Exercícios,1.1666666666667
Academia,2025-06-03 07:00:00,2025-06-03 08:10:00,Exercícios,1.1666666666667
Academia,2025-06-04 07:00:00,2025-06-04 08:10:00,Exercícios,1.1666666666667
Academia,2025-06-05 07:00:00,2025-06-05 08:10:00,Exercícios,1.1666666666667
Academia,2025-06-06 07:00:00,2025-06-06 08:10:00,Exercícios,1.1666666666667
Academia,2025-06-07 07:00:00,2025-06-07 08:10:00,Exercícios,1.1666666666667
Academia,2025-06-09 07:00:00,2025-06-09 08:10:00,Exercícios,1.1666666666667
Academia,2025-06-10 07:00:00,2025-06-10 08:10:00,Exercícios,1.1666666666667
Academia,2025-06-11 07:00:00,2025-06-11 08:10:00,Exercícios,1.1666666666667
Academia,2025-06-12 07:00:00,2025-06-12 08:10:00,Exercícios,1.1666666666667
Academia,2025-06-13 07:00:00,2025-06-13 08:10:00,Exercícios,1.1666666666667
Academia,2025-06-14 07:00:00,2025-06-14 08:10:00,Exercícios,1.1666666666667
Academia,2025-06-16 07:00:00,2025-06-16 08:10:00,Exercícios,1.1666666666667
Academia,2025-06-17 07:00:00,2025-06-17 08:10:00,Exercícios,1.1666666666667
Academia,2025-06-18 07:00:00,2025-06-18 08:10:00,Exercícios,1.1666666666667
Academia,2025-06-19 07:00:00,2025-06-19 08:10:00,Exercícios,1.1666666666667
Academia,2025-06-20 07:00:00,2025-06-20 08:10:00,Exercícios,1.1666666666667
Academia,2025-06-21 07:00:00,2025-06-21 08:10:00,Exercícios,1.1666666666667
Academia,2025-06-23 07:00:00,2025-06-23 08:10:00,Exercícios,1.1666666666667
Academia,2025-06-24 07:00:00,2025-06-24 08:10:00,Exercícios,1.1666666666667
Academia,2025-06-25 07:00:00,2025-06-25 08:10:00,Exercícios,1.1666666666667
Academia,2025-06-26 07:00:00,2025-06-26 08:10:00,Exercícios,1.1666666666667
Academia,2025-06-27 07:00:00,2025-06-27 08:10:00,Exercícios,1.1666666666667
Academia,2025-06-28 07:00:00,2025-06-28 08:10:00,Exercícios,1.1666666666667
Academia,2025-06-30 07:00:00,2025-06-30 08:10:00,Exercícios,1.1666666666667
Academia,2025-07-01 07:00:00,2025-07-01 08:10:00,Exercícios,1.1666666666667
Academia,2025-07-02 07:00:00,2025-07-02 08:10:00,Exercícios,1.1666666666667
Academia,2025-07-03 07:00:00,2025-07-03 08:10:00,Exercícios,1.1666666666667
Academia,2025-07-04 07:00:00,2025-07-04 08:10:00,Exercícios,1.1666666666667
Academia,2025-07-05 07:00:00,2025-07-05 08:10:00,Exercícios,1.1666666666667
Academia,2025-07-07 07:00:00,2025-07-07 08:10:00,Exercícios,1.1666666666667
Academia,2025-07-08 07:00:00,2025-07-08 08:10:00,Exercícios,1.1666666666667
Academia,2025-07-09 07:00:00,2025-07-09 08:10:00,Exercícios,1.1666666666667
Academia,2025-07-10 07:00:00,2025-07-10 08:10:00,Exercícios,1.1666666666667
Academia,2025-07-11 07:00:00,2025-07-11 08:10:00,Exercícios,1.1666666666667
