SUMMARY,DTSTART,DTEND,CALENDAR,DURATION,CREATED,TITLE
aula,2019-01-08 07:20:00,2019-01-08 12:50:00,PUC,5.5,2018-08-07 08:53:00,Attend class
muay thai,2019-01-08 21:00:00,2019-01-08 22:10:00,Exercícios,1.1666666666667,2018-08-07 08:29:00,Do Muay Thai
aula,2019-01-09 07:20:00,2019-01-09 17:10:00,PUC,9.8333333333333,2018-08-07 08:54:00,Attend class
academia,2019-01-09 17:30:00,2019-01-09 18:30:00,Exercícios,1.0,2018-08-07 08:46:00,Go to the gym
aula,2019-01-10 07:20:00,2019-01-10 12:50:00,PUC,5.5,2018-08-07 08:55:00,Attend class
muay thai,2019-01-10 21:00:00,2019-01-10 22:00:00,Exercícios,1.0,2018-08-07 08:51:00,Do Muay Thai
aula,2019-01-11 07:20:00,2019-01-11 12:40:00,PUC,5.3333333333333,2018-08-07 08:55:00,Attend class
academia,2019-01-11 17:30:00,2019-01-11 18:30:00,Exercícios,1.0,2018-08-07 08:47:00,Go to the gym
aula,2019-01-14 07:20:00,2019-01-14 17:10:00,PUC,9.8333333333333,2018-08-07 08:52:00,Attend class
academia,2019-01-14 17:30:00,2019-01-14 18:30:00,Exercícios,1.0,2018-08-07 08:45:00,Go to the gym
aula,2019-01-15 07:20:00,2019-01-15 12:50:00,PUC,5.5,2018-08-07 08:53:00,Attend class
muay thai,2019-01-15 21:00:00,2019-01-15 22:10:00,Exercícios,1.1666666666667,2018-08-07 08:29:00,Do Muay Thai
aula,2019-01-16 07:20:00,2019-01-16 17:10:00,PUC,9.8333333333333,2018-08-07 08:54:00,Attend class
academia,2019-01-16 17:30:00,2019-01-16 18:30:00,Exercícios,1.0,2018-08-07 08:46:00,Go to the gym
aula,2019-01-17 07:20:00,2019-01-17 12:50:00,PUC,5.5,2018-08-07 08:55:00,Attend class
muay thai,2019-01-17 21:00:00,2019-01-17 22:00:00,Exercícios,1.0,2018-08-07 08:51:00,Do Muay Thai
aula,2019-01-18 07:20:00,2019-01-18 12:40:00,PUC,5.3333333333333,2018-08-07 08:55:00,Attend class
academia,2019-01-18 17:30:00,2019-01-18 18:30:00,Exercícios,1.0,2018-08-07 08:47:00,Go to the gym
aula,2019-01-21 07:20:00,2019-01-21 17:10:00,PUC,9.8333333333333,2018-08-07 08:52:00,Attend class
academia,2019-01-21 17:30:00,2019-01-21 18:30:00,Exercícios,1.0,2018-08-07 08:45:00,Go to the gym
aula,2019-01-22 07:20:00,2019-01-22 12:50:00,PUC,5.5,2018-08-07 08:53:00,Attend class
muay thai,2019-01-22 21:00:00,2019-01-22 22:10:00,Exercícios,1.1666666666667,2018-08-07 08:29:00,Do Muay Thai
aula,2019-01-23 07:20:00,2019-01-23 17:10:00,PUC,9.8333333333333,2018-08-07 08:54:00,Attend class
academia,2019-01-23 17:30:00,2019-01-23 18:30:00,Exercícios,1.0,2018-08-07 08:46:00,Go to the gym
aula,2019-01-24 07:20:00,2019-01-24 12:50:00,PUC,5.5,2018-08-07 08:55:00,Attend class
muay thai,2019-01-24 21:00:00,2019-01-24 22:00:00,Exercícios,1.0,2018-08-07 08:51:00,Do Muay Thai
aula,2019-01-25 07:20:00,2019-01-25 12:40:00,PUC,5.3333333333333,2018-08-07 08:55:00,Attend class
academia,2019-01-25 17:30:00,2019-01-25 18:30:00,Exercícios,1.0,2018-08-07 08:47:00,Go to the gym
aula,2019-01-28 07:20:00,2019-01-28 17:10:00,PUC,9.8333333333333,2018-08-07 08:52:00,Attend class
academia,2019-01-28 17:30:00,2019-01-28 18:30:00,Exercícios,1.0,2018-08-07 08:45:00,Go to the gym
aula,2019-01-29 07:20:00,2019-01-29 12:50:00,PUC,5.5,2018-08-07 08:53:00,Attend class
muay thai,2019-01-29 21:00:00,2019-01-29 22:10:00,Exercícios,1.1666666666667,2018-08-07 08:29:00,Do Muay Thai
aula,2019-01-30 07:20:00,2019-01-30 17:10:00,PUC,9.8333333333333,2018-08-07 08:54:00,Attend class
academia,2019-01-30 17:30:00,2019-01-30 18:30:00,Exercícios,1.0,2018-08-07 08:46:00,Go to the gym
aula,2019-01-31 07:20:00,2019-01-31 12:50:00,PUC,5.5,2018-08-07 08:55:00,Attend class
muay thai,2019-01-31 21:00:00,2019-01-31 22:00:00,Exercícios,1.0,2018-08-07 08:51:00,Do Muay Thai
estudar calculo e ficha 2,2020-09-18 08:00:00,2020-09-18 13:00:00,Pessoal,5.0,2020-09-18 00:58:00,Study calculus and problem set 2
facetime alessandra,2021-05-21 15:30:00,2021-05-21 17:00:00,Pessoal,1.5,2021-05-21 02:39:00,Facetime with Alessandra
academia,2022-01-17 17:55:00,2022-01-17 18:55:00,Exercícios,1.0,2022-01-17 13:36:00,Go to the gym
estudo,2022-01-20 07:30:00,2022-01-20 10:15:00,Pessoal,2.75,2022-01-20 07:29:00,Study
arrumar,2022-01-20 10:15:00,2022-01-20 10:30:00,Pessoal,0.25,2022-01-20 09:35:00,Tidy up
estudo,2022-01-24 09:15:00,2022-01-24 10:30:00,Pessoal,1.25,2022-01-24 08:55:00,Study
arrumar,2022-01-25 07:25:00,2022-01-25 07:55:00,Pessoal,0.5,2022-01-24 22:32:00,Tidy up
barra shopping,2022-01-27 18:00:00,2022-01-27 20:15:00,Pessoal,2.25,2022-01-27 10:59:00,Go to Barra Shopping
estudo,2022-05-16 07:00:00,2022-05-16 12:00:00,Pessoal,5.0,2022-05-16 10:30:00,Study
estudo,2022-05-18 07:00:00,2022-05-18 12:00:00,Pessoal,5.0,2022-05-16 10:30:00,Study
estudo,2022-05-20 07:00:00,2022-05-20 12:00:00,Pessoal,5.0,2022-05-16 10:30:00,Study
estudo,2022-05-23 07:00:00,2022-05-23 12:00:00,Pessoal,5.0,2022-05-16 10:30:00,Study
estudo,2022-05-23 09:00:00,2022-05-23 12:30:00,Pessoal,3.5,2022-05-16 10:30:00,Study
estudo,2022-05-25 07:00:00,2022-05-25 12:00:00,Pessoal,5.0,2022-05-16 10:30:00,Study
estudo,2022-05-25 09:30:00,2022-05-25 12:00:00,Pessoal,2.5,2022-05-16 10:30:00,Study
estudo,2022-05-27 07:00:00,2022-05-27 12:00:00,Pessoal,5.0,2022-05-16 10:30:00,Study
estudo,2022-05-30 07:00:00,2022-05-30 12:00:00,Pessoal,5.0,2022-05-16 10:30:00,Study
almoco,2023-01-11 12:00:00,2023-01-11 12:35:00,Pessoal,0.58333333333333,2023-01-13 08:34:00,Have lunch
itaipava,2023-04-07 00:00:00,2023-04-10 00:00:00,Social,72.0,2023-04-03 13:16:00,Go to Itaipava
foco,2023-05-15 09:00:00,2023-05-15 11:00:00,Pessoal,2.0,2023-05-16 00:01:00,Stay focused
gravacao comunicacao intercriar,2023-12-12 15:00:00,2023-12-12 16:00:00,Pessoal,1.0,2023-12-11 14:07:00,Record the Intercriar communication
oportunidade guelt | felipe khouri gameleira,2023-12-22 11:00:00,2023-12-22 11:30:00,Pessoal,0.5,2023-12-20 10:13:00,Interview for the guelt opportunity
wwdc-ss crash challenge,2024-01-15 15:00:00,2024-02-02 18:00:00,Pessoal,435.0,2024-01-08 22:23:00,Do the wwdc-ss crash challenge
aldeia,2024-02-24 21:00:00,2024-02-24 22:00:00,Social,1.0,2024-02-23 17:18:00,Go to the party
aldeia,2024-04-27 21:00:00,2024-04-27 22:00:00,Social,1.0,2024-04-24 23:01:00,Go to the party
aldeia sabado [feriado],2024-06-01 21:00:00,2024-06-01 22:00:00,Pessoal,1.0,2024-06-01 22:51:00,Go to the party on the long weekend Saturday
aldeia sabado,2024-06-29 21:00:00,2024-06-29 22:00:00,Pessoal,1.0,2024-06-25 20:48:00,Go to the party on Saturday
gmkt jam - entrega,2024-08-20 10:30:00,2024-08-20 11:30:00,Pessoal,1.0,2024-08-19 21:21:00,Submit the game to the gmkt jam
reuniao com outsystems,2024-09-06 10:00:00,2024-09-06 11:00:00,Pessoal,1.0,2024-08-27 15:04:00,Have a meeting with Outsystems
wwdc teaching - kick off,2024-10-15 11:00:00,2024-10-15 12:00:00,Pessoal,1.0,2024-10-11 23:23:00,Kick off the WWDC education
wwdc teaching - first steps,2024-10-19 12:00:00,2024-10-19 13:00:00,Pessoal,1.0,2024-10-15 12:11:00,Go through the first steps of WWDC learning
aldeia sabado,2024-10-26 21:00:00,2024-10-26 22:00:00,Pessoal,1.0,2024-10-21 01:37:00,Go to the party on Saturday
birusamba de verao,2025-01-22 14:00:00,2025-01-22 15:00:00,Social,1.0,2025-01-22 14:09:00,Go to the birusamba de verão
decompress,2025-02-27 15:30:00,2025-02-27 15:45:00,Pessoal,0.25,2025-02-27 14:29:00,Decompress
decompress,2025-03-14 18:00:00,2025-03-14 18:15:00,Pessoal,0.25,2025-03-11 10:35:00,Decompress
reservation at yusha,2025-03-14 20:30:00,2025-03-14 21:30:00,Pessoal,1.0,2025-03-13 23:31:00,Make a reservation at the restaurant
entrevista estagio: felipe,2025-04-11 10:00:00,2025-04-11 10:30:00,Pessoal,0.5,2025-04-04 17:33:00,Attend internship interview
entrevista estagio desenvolvedor: felipe,2025-04-29 14:00:00,2025-04-29 14:30:00,Pessoal,0.5,2025-04-28 15:03:00,Attend developer internship interview
decompress,2025-04-29 14:30:00,2025-04-29 14:45:00,Pessoal,0.25,2025-04-28 15:04:00,Decompress
entrevista estagio: felipe,2025-05-06 17:00:00,2025-05-06 17:45:00,Pessoal,0.75,2025-05-05 18:19:00,Attend internship interview
estudar calculo,2025-05-13 18:00:00,2025-05-13 22:00:00,Pessoal,4.0,2025-05-13 00:34:00,Study Calculus
estudar calculo,2025-05-15 13:00:00,2025-05-15 15:00:00,Pessoal,2.0,2025-05-13 00:35:00,Study Calculus
ai salon rio de janeiro,2025-05-15 18:30:00,2025-05-15 21:30:00,Pessoal,3.0,2025-04-21 18:29:00,Go to AI Salon in Rio de Janeiro
ia &,2025-06-05 19:00:00,2025-06-05 20:00:00,Pessoal,1.0,2025-06-04 03:36:00,
ai salon rio de janeiro #4,2025-06-11 18:30:00,2025-06-11 21:30:00,Pessoal,3.0,2025-05-22 17:36:00,Go to the AI Salon in Rio de Janeiro
ajuste de matricula,2022-01-24 08:00:00,2022-01-24 10:00:00,PUC,2.0,2022-01-20 20:27:00,Participate in the course registration adjustment
ajuste de matricula ii,2022-01-24 17:00:00,2022-01-24 18:00:00,PUC,1.0,2022-01-20 20:27:00,Participate in the second registration adjustment
inf1301 - programacao modular,2022-03-08 07:00:00,2022-03-08 09:00:00,PUC,2.0,2022-04-04 15:21:00,Attend modular programming class for INF1301
inf1018 - software basico,2022-03-08 09:00:00,2022-03-08 11:00:00,PUC,2.0,2022-04-04 15:22:00,Attend inf1018 - basic software class
mat1260 - algebra linear 1,2022-03-08 11:00:00,2022-03-08 13:00:00,PUC,2.0,2022-04-04 15:22:00,Attend mat1260 - Linear Algebra 1 class
inf1301 - programacao modular,2022-03-10 07:00:00,2022-03-10 09:00:00,PUC,2.0,2022-04-04 15:21:00,Attend modular programming class for INF1301
inf1018 - software basico,2022-03-10 09:00:00,2022-03-10 11:00:00,PUC,2.0,2022-04-04 15:22:00,Attend inf1018 - basic software class
mat1260 - algebra linear 1,2022-03-10 11:00:00,2022-03-10 13:00:00,PUC,2.0,2022-04-04 15:22:00,Attend mat1260 - Linear Algebra 1 class
inf1301 - programacao modular,2022-03-15 07:00:00,2022-03-15 09:00:00,PUC,2.0,2022-04-04 15:21:00,Attend modular programming class for INF1301
inf1018 - software basico,2022-03-15 09:00:00,2022-03-15 11:00:00,PUC,2.0,2022-04-04 15:22:00,Attend inf1018 - basic software class
mat1260 - algebra linear 1,2022-03-15 11:00:00,2022-03-15 13:00:00,PUC,2.0,2022-04-04 15:22:00,Attend mat1260 - Linear Algebra 1 class
de para,2022-03-16 14:00:00,2022-03-16 16:00:00,PUC,2.0,2022-03-11 13:12:00,Participate in the mapping session
inf1301 - programacao modular,2022-03-17 07:00:00,2022-03-17 09:00:00,PUC,2.0,2022-04-04 15:21:00,Attend modular programming class for INF1301
inf1018 - software basico,2022-03-17 09:00:00,2022-03-17 11:00:00,PUC,2.0,2022-04-04 15:22:00,Attend inf1018 - basic software class
mat1260 - algebra linear 1,2022-03-17 11:00:00,2022-03-17 13:00:00,PUC,2.0,2022-04-04 15:22:00,Attend mat1260 - Linear Algebra 1 class
inf1301 - programacao modular,2022-03-22 07:00:00,2022-03-22 09:00:00,PUC,2.0,2022-04-04 15:21:00,Attend modular programming class for INF1301
inf1018 - software basico,2022-03-22 09:00:00,2022-03-22 11:00:00,PUC,2.0,2022-04-04 15:22:00,Attend inf1018 - basic software class
mat1260 - algebra linear 1,2022-03-22 11:00:00,2022-03-22 13:00:00,PUC,2.0,2022-04-04 15:22:00,Attend mat1260 - Linear Algebra 1 class
inf1301 - programacao modular,2022-03-24 07:00:00,2022-03-24 09:00:00,PUC,2.0,2022-04-04 15:21:00,Attend modular programming class for INF1301
inf1018 - software basico,2022-03-24 09:00:00,2022-03-24 11:00:00,PUC,2.0,2022-04-04 15:22:00,Attend inf1018 - basic software class
mat1260 - algebra linear 1,2022-03-24 11:00:00,2022-03-24 13:00:00,PUC,2.0,2022-04-04 15:22:00,Attend mat1260 - Linear Algebra 1 class
t1 algebra,2022-03-25 00:00:00,2022-03-29 00:00:00,PUC,96.0,2022-03-17 11:21:00,Take Algebra test 1
aula,2022-03-29 07:00:00,2022-03-29 13:00:00,PUC,6.0,2022-03-07 01:53:00,Attend class
inf1018 - software basico,2022-03-29 09:00:00,2022-03-29 11:00:00,PUC,2.0,2022-04-04 15:22:00,Attend inf1018 - basic software class
inf1018 - monitoria,2022-03-29 09:00:00,2022-03-29 11:00:00,PUC,2.0,2022-04-04 15:22:00,Conduct INF1018 tutoring
mat1260 - algebra linear 1,2022-03-29 11:00:00,2022-03-29 13:00:00,PUC,2.0,2022-04-04 15:22:00,Attend mat1260 - Linear Algebra 1 class
aula,2022-03-31 07:00:00,2022-03-31 13:00:00,PUC,6.0,2022-03-07 01:53:00,Attend class
inf1018 - software basico,2022-03-31 09:00:00,2022-03-31 11:00:00,PUC,2.0,2022-04-04 15:22:00,Attend inf1018 - basic software class
mat1260 - algebra linear 1,2022-03-31 11:00:00,2022-03-31 13:00:00,PUC,2.0,2022-04-04 15:22:00,Attend mat1260 - Linear Algebra 1 class
aula,2022-04-05 07:00:00,2022-04-05 13:00:00,PUC,6.0,2022-03-07 01:53:00,Attend class
aula,2022-04-07 07:00:00,2022-04-07 13:00:00,PUC,6.0,2022-03-07 01:53:00,Attend class
aula,2022-04-12 07:00:00,2022-04-12 13:00:00,PUC,6.0,2022-03-07 01:53:00,Attend class
aula,2022-04-14 07:00:00,2022-04-14 13:00:00,PUC,6.0,2022-03-07 01:53:00,Attend class
aula,2022-04-19 07:00:00,2022-04-19 13:00:00,PUC,6.0,2022-03-07 01:53:00,Attend class
aula,2022-04-19 07:00:00,2022-04-19 13:00:00,PUC,6.0,2022-03-07 01:53:00,Attend class
simulador de matricula,2022-07-16 00:00:00,2022-07-18 00:00:00,PUC,48.0,2022-07-16 03:52:00,Attend the mock enrollment
matricula puc,2022-07-27 08:00:00,2022-07-27 10:00:00,PUC,2.0,2022-07-18 14:01:00,Enroll at PUC
ajuste de matricula,2022-08-05 11:00:00,2022-08-05 13:00:00,PUC,2.0,2022-08-01 14:39:00,Participate in the course registration adjustment
aula,2022-08-09 07:00:00,2022-08-09 11:00:00,PUC,4.0,2022-08-02 17:57:00,Attend class
aula,2022-08-10 07:00:00,2022-08-10 11:00:00,PUC,4.0,2022-08-02 17:57:00,Attend class
aula,2022-08-11 07:00:00,2022-08-11 11:00:00,PUC,4.0,2022-08-02 17:57:00,Attend class
aula,2022-08-12 07:00:00,2022-08-12 11:00:00,PUC,4.0,2022-08-02 17:57:00,Attend class
aula,2022-08-16 07:00:00,2022-08-16 11:00:00,PUC,4.0,2022-08-16 07:24:00,Attend class
aula,2022-08-17 07:00:00,2022-08-17 11:00:00,PUC,4.0,2022-08-16 07:24:00,Attend class
de-para,2022-08-17 11:00:00,2022-08-17 13:00:00,PUC,2.0,2022-08-05 18:11:00,Participate in the mapping
aula,2022-08-18 07:00:00,2022-08-18 11:00:00,PUC,4.0,2022-08-16 07:24:00,Attend class
aula,2022-08-19 07:00:00,2022-08-19 11:00:00,PUC,4.0,2022-08-16 07:24:00,Attend class
aula,2022-08-22 07:00:00,2022-08-22 11:00:00,PUC,4.0,2022-08-16 07:24:00,Attend class
aula,2022-08-23 07:00:00,2022-08-23 11:00:00,PUC,4.0,2022-08-16 07:24:00,Attend class
aula,2022-08-24 07:00:00,2022-08-24 11:00:00,PUC,4.0,2022-08-16 07:24:00,Attend class
aula,2022-08-26 07:00:00,2022-08-26 11:00:00,PUC,4.0,2022-08-26 06:37:00,Attend class
aula,2022-08-26 07:00:00,2022-08-26 09:00:00,PUC,2.0,2022-08-26 06:38:00,Attend class
aula,2022-08-29 07:00:00,2022-08-29 11:00:00,PUC,4.0,2022-08-26 06:37:00,Attend class
aula,2022-08-30 07:00:00,2022-08-30 11:00:00,PUC,4.0,2022-08-26 06:37:00,Attend class
aula,2022-08-31 07:00:00,2022-08-31 11:00:00,PUC,4.0,2022-08-26 06:37:00,Attend class
aula,2022-09-01 07:00:00,2022-09-01 11:00:00,PUC,4.0,2022-08-26 06:37:00,Attend class
aula,2022-09-02 07:00:00,2022-09-02 09:00:00,PUC,2.0,2022-08-26 06:38:00,Attend class
aula,2022-09-05 07:00:00,2022-09-05 11:00:00,PUC,4.0,2022-08-26 06:37:00,Attend class
aula,2022-09-06 07:00:00,2022-09-06 11:00:00,PUC,4.0,2022-08-26 06:37:00,Attend class
aula,2022-09-07 07:00:00,2022-09-07 11:00:00,PUC,4.0,2022-08-26 06:37:00,Attend class
aula,2022-09-08 07:00:00,2022-09-08 11:00:00,PUC,4.0,2022-08-26 06:37:00,Attend class
aula,2022-09-09 07:00:00,2022-09-09 09:00:00,PUC,2.0,2022-08-26 06:38:00,Attend class
aula,2022-09-12 07:00:00,2022-09-12 11:00:00,PUC,4.0,2022-08-26 06:37:00,Attend class
aula,2022-09-13 07:00:00,2022-09-13 11:00:00,PUC,4.0,2022-08-26 06:37:00,Attend class
aula,2022-09-14 07:00:00,2022-09-14 11:00:00,PUC,4.0,2022-08-26 06:37:00,Attend class
aula,2022-09-15 07:00:00,2022-09-15 11:00:00,PUC,4.0,2022-08-26 06:37:00,Attend class
aula,2022-09-16 07:00:00,2022-09-16 09:00:00,PUC,2.0,2022-08-26 06:38:00,Attend class
aula,2022-09-19 07:00:00,2022-09-19 11:00:00,PUC,4.0,2022-08-26 06:37:00,Attend class
aula,2022-09-20 07:00:00,2022-09-20 11:00:00,PUC,4.0,2022-08-26 06:37:00,Attend class
aula,2022-09-21 07:00:00,2022-09-21 11:00:00,PUC,4.0,2022-08-26 06:37:00,Attend class
aula,2022-09-22 07:00:00,2022-09-22 11:00:00,PUC,4.0,2022-08-26 06:37:00,Attend class
aula,2022-09-23 07:00:00,2022-09-23 09:00:00,PUC,2.0,2022-08-26 06:38:00,Attend class
aula,2022-09-26 07:00:00,2022-09-26 11:00:00,PUC,4.0,2022-08-26 06:37:00,Attend class
aula,2022-09-27 07:00:00,2022-09-27 11:00:00,PUC,4.0,2022-08-26 06:37:00,Attend class
aula,2022-09-28 07:00:00,2022-09-28 11:00:00,PUC,4.0,2022-08-26 06:37:00,Attend class
aula,2022-09-29 07:00:00,2022-09-29 11:00:00,PUC,4.0,2022-08-26 06:37:00,Attend class
aula,2022-09-30 07:00:00,2022-09-30 09:00:00,PUC,2.0,2022-08-26 06:38:00,Attend class
aula,2022-10-03 07:00:00,2022-10-03 11:00:00,PUC,4.0,2022-08-26 06:37:00,Attend class
aula,2022-10-04 07:00:00,2022-10-04 11:00:00,PUC,4.0,2022-08-26 06:37:00,Attend class
aula,2022-10-05 07:00:00,2022-10-05 11:00:00,PUC,4.0,2022-08-26 06:37:00,Attend class
aula,2022-10-06 07:00:00,2022-10-06 11:00:00,PUC,4.0,2022-08-26 06:37:00,Attend class
aula,2022-10-07 07:00:00,2022-10-07 09:00:00,PUC,2.0,2022-08-26 06:38:00,Attend class
aula,2022-10-10 07:00:00,2022-10-10 11:00:00,PUC,4.0,2022-08-26 06:37:00,Attend class
aula,2022-10-11 07:00:00,2022-10-11 11:00:00,PUC,4.0,2022-08-26 06:37:00,Attend class
aula,2022-10-12 07:00:00,2022-10-12 11:00:00,PUC,4.0,2022-08-26 06:37:00,Attend class
aula,2022-10-14 07:00:00,2022-10-14 09:00:00,PUC,2.0,2022-08-26 06:38:00,Attend class
aula,2022-10-17 07:00:00,2022-10-17 09:00:00,PUC,2.0,2022-10-20 07:31:00,Attend class
aula,2022-10-18 07:00:00,2022-10-18 11:00:00,PUC,4.0,2022-10-20 07:31:00,Attend class
aula,2022-10-19 07:00:00,2022-10-19 09:00:00,PUC,2.0,2022-10-20 07:31:00,Attend class
aula,2022-10-20 07:00:00,2022-10-20 11:00:00,PUC,4.0,2022-10-20 07:59:00,Attend class
aula,2022-10-21 07:00:00,2022-10-21 09:00:00,PUC,2.0,2022-08-26 06:38:00,Attend class
aula,2022-10-24 07:00:00,2022-10-24 09:00:00,PUC,2.0,2022-10-20 07:31:00,Attend class
aula,2022-10-25 07:00:00,2022-10-25 11:00:00,PUC,4.0,2022-10-20 07:59:00,Attend class
aula,2022-10-26 07:00:00,2022-10-26 09:00:00,PUC,2.0,2022-10-20 07:31:00,Attend class
aula,2022-10-27 07:00:00,2022-10-27 11:00:00,PUC,4.0,2022-10-20 07:59:00,Attend class
aula,2022-10-28 07:00:00,2022-10-28 09:00:00,PUC,2.0,2022-08-26 06:38:00,Attend class
aula,2022-11-01 07:00:00,2022-11-01 11:00:00,PUC,4.0,2022-10-20 07:59:00,Attend class
aula,2022-11-03 07:00:00,2022-11-03 11:00:00,PUC,4.0,2022-10-20 07:59:00,Attend class
aula,2022-11-04 07:00:00,2022-11-04 09:00:00,PUC,2.0,2022-08-26 06:38:00,Attend class
aula,2022-11-08 07:00:00,2022-11-08 11:00:00,PUC,4.0,2022-10-20 07:59:00,Attend class
aula,2022-11-10 07:00:00,2022-11-10 11:00:00,PUC,4.0,2022-10-20 07:59:00,Attend class
aula,2022-11-15 07:00:00,2022-11-15 11:00:00,PUC,4.0,2022-10-20 07:59:00,Attend class
aula,2022-11-17 07:00:00,2022-11-17 11:00:00,PUC,4.0,2022-10-20 07:59:00,Attend class
aula,2022-11-22 07:00:00,2022-11-22 11:00:00,PUC,4.0,2022-10-20 07:59:00,Attend class
aula,2022-11-24 07:00:00,2022-11-24 11:00:00,PUC,4.0,2022-10-20 07:59:00,Attend class
aula,2022-11-29 07:00:00,2022-11-29 11:00:00,PUC,4.0,2022-10-20 07:59:00,Attend class
aula,2022-12-01 07:00:00,2022-12-01 11:00:00,PUC,4.0,2022-10-20 07:59:00,Attend class
aula,2022-12-06 07:00:00,2022-12-06 11:00:00,PUC,4.0,2022-10-20 07:59:00,Attend class
aula,2022-12-08 07:00:00,2022-12-08 11:00:00,PUC,4.0,2022-10-20 07:59:00,Attend class
matricula puc,2023-01-13 08:00:00,2023-01-13 10:00:00,PUC,2.0,2023-01-12 02:15:00,Enroll at PUC
ajuste de matricula,2023-02-01 11:00:00,2023-02-01 13:00:00,PUC,2.0,2023-01-13 08:36:00,Participate in the course registration adjustment
inf1636 - programacao orientada a objetos,2023-03-06 07:15:00,2023-03-06 08:45:00,PUC,1.5,2023-01-12 17:02:00,Attend inf1636 - Object-Oriented Programming class
inf1027 - teste e medicao de software,2023-03-06 11:00:00,2023-03-06 13:00:00,PUC,2.0,2023-01-12 17:16:00,Attend inf1027 - Software Testing and Measurement class
inf1383 - bancos de dados,2023-03-07 07:10:00,2023-03-07 08:50:00,PUC,1.6666666666667,2023-01-12 16:58:00,Attend inf1383 - Databases class
inf1316 - sistemas operacionais,2023-03-07 11:00:00,2023-03-07 13:00:00,PUC,2.0,2023-05-17 17:12:00,Attend INF1316 - Operating Systems class
inf1403 - interacao humano computador,2023-03-07 13:00:00,2023-03-07 14:45:00,PUC,1.75,2023-01-12 17:23:00,Attend INF1403 - Human-Computer Interaction class
inf1636 - programacao orientada a objetos,2023-03-08 07:15:00,2023-03-08 08:45:00,PUC,1.5,2023-01-12 17:02:00,Attend inf1636 - Object-Oriented Programming class
inf1027 - teste e medicao de software,2023-03-08 11:00:00,2023-03-08 13:00:00,PUC,2.0,2023-01-12 17:16:00,Attend inf1027 - Software Testing and Measurement class
inf1383 - bancos de dados,2023-03-09 07:10:00,2023-03-09 08:50:00,PUC,1.6666666666667,2023-01-12 16:58:00,Attend inf1383 - Databases class
inf1316 - sistemas operacionais,2023-03-09 11:00:00,2023-03-09 13:00:00,PUC,2.0,2023-05-17 17:12:00,Attend INF1316 - Operating Systems class
inf1403 - interacao humano computador,2023-03-09 13:00:00,2023-03-09 14:45:00,PUC,1.75,2023-01-12 17:23:00,Attend INF1403 - Human-Computer Interaction class
inf1636 - programacao orientada a objetos,2023-03-13 07:15:00,2023-03-13 08:45:00,PUC,1.5,2023-01-12 17:02:00,Attend inf1636 - Object-Oriented Programming class
inf1027 - teste e medicao de software,2023-03-13 11:00:00,2023-03-13 13:00:00,PUC,2.0,2023-01-12 17:16:00,Attend inf1027 - Software Testing and Measurement class
inf1383 - bancos de dados,2023-03-14 07:10:00,2023-03-14 08:50:00,PUC,1.6666666666667,2023-01-12 16:58:00,Attend inf1383 - Databases class
inf1316 - sistemas operacionais,2023-03-14 11:00:00,2023-03-14 13:00:00,PUC,2.0,2023-05-17 17:12:00,Attend INF1316 - Operating Systems class
inf1403 - interacao humano computador,2023-03-14 13:00:00,2023-03-14 14:45:00,PUC,1.75,2023-01-12 17:23:00,Attend INF1403 - Human-Computer Interaction class
inf1403 - interacao humano computador,2023-03-14 13:00:00,2023-03-14 14:45:00,PUC,1.75,2023-01-12 17:23:00,Attend INF1403 - Human-Computer Interaction class
inf1636 - programacao orientada a objetos,2023-03-15 07:15:00,2023-03-15 08:45:00,PUC,1.5,2023-01-12 17:02:00,Attend inf1636 - Object-Oriented Programming class
inf1027 - teste e medicao de software,2023-03-15 11:00:00,2023-03-15 13:00:00,PUC,2.0,2023-01-12 17:16:00,Attend inf1027 - Software Testing and Measurement class
inf1383 - bancos de dados,2023-03-16 07:10:00,2023-03-16 08:50:00,PUC,1.6666666666667,2023-01-12 16:58:00,Attend inf1383 - Databases class
inf1316 - sistemas operacionais,2023-03-16 11:00:00,2023-03-16 13:00:00,PUC,2.0,2023-05-17 17:12:00,Attend INF1316 - Operating Systems class
inf1403 - interacao humano computador,2023-03-16 13:00:00,2023-03-16 14:45:00,PUC,1.75,2023-01-12 17:23:00,Attend INF1403 - Human-Computer Interaction class
inf1636 - programacao orientada a objetos,2023-03-20 07:15:00,2023-03-20 08:45:00,PUC,1.5,2023-01-12 17:02:00,Attend inf1636 - Object-Oriented Programming class
inf1027 - teste e medicao de software,2023-03-20 11:00:00,2023-03-20 13:00:00,PUC,2.0,2023-01-12 17:16:00,Attend inf1027 - Software Testing and Measurement class
inf1383 - bancos de dados,2023-03-21 07:10:00,2023-03-21 08:50:00,PUC,1.6666666666667,2023-01-12 16:58:00,Attend inf1383 - Databases class
inf1316 - sistemas operacionais,2023-03-21 11:00:00,2023-03-21 13:00:00,PUC,2.0,2023-05-17 17:12:00,Attend INF1316 - Operating Systems class
inf1403 - interacao humano computador,2023-03-21 13:00:00,2023-03-21 14:45:00,PUC,1.75,2023-01-12 17:23:00,Attend INF1403 - Human-Computer Interaction class
inf1636 - programacao orientada a objetos,2023-03-22 07:15:00,2023-03-22 08:45:00,PUC,1.5,2023-01-12 17:02:00,Attend inf1636 - Object-Oriented Programming class
